from,to,feature,n_trans,n_probes,cohens_d,pval,pval_bonf
fiber tracts,void_fluid,psd_pc1,152,152,2.4029,2.792265132827207e-127,3.4624087647057365e-124
fiber tracts,void_fluid,csd_pc1,152,152,2.4012,2.7917959748610407e-127,3.4618270088276903e-124
fiber tracts,void_fluid,trough_time_secs,152,152,2.3998,0.0,0.0
fiber tracts,void_fluid,aperiodic_exponent,152,152,2.394,0.0,0.0
void_fluid,fiber tracts,peak_time_secs,1923,1923,2.3893,0.0,0.0
void_fluid,fiber tracts,peak_val,1923,1923,2.3773,0.0,0.0
void_fluid,CB,repolarisation_slope,713,713,2.3683,0.0,0.0
fiber tracts,void_fluid,alpha_mean,152,152,2.3051,0.0,0.0
void_fluid,CTXsp,rms_ap,39,39,2.2988,2.5391528173565685e-42,3.148549493522145e-39
void_fluid,CTXsp,recovery_time_secs,39,39,2.2976,2.598007352858211e-42,3.2215291175441815e-39
void_fluid,CTXsp,aperiodic_exponent,39,39,2.2971,2.60361254671551e-42,3.2284795579272325e-39
void_fluid,CTXsp,tip_time_secs,39,39,2.297,2.6064151436441598e-42,3.231954778118758e-39
void_fluid,CTXsp,trough_time_secs,39,39,2.2965,2.60361254671551e-42,3.2284795579272325e-39
void_fluid,CTXsp,psd_pc0,39,39,2.2961,2.608644183844326e-42,3.234718787966964e-39
void_fluid,CTXsp,aperiodic_offset,39,39,2.2953,2.5952047559295612e-42,3.218053897352656e-39
void_fluid,CTXsp,csd_pc1,39,39,2.2942,2.608644183844326e-42,3.234718787966964e-39
void_fluid,CTXsp,alpha_mean,39,39,2.2919,2.6064151436441598e-42,3.231954778118758e-39
void_fluid,CTXsp,psd_pc1,39,39,2.2889,2.608644183844326e-42,3.234718787966964e-39
void_fluid,CTXsp,csd_pc0,39,39,2.2828,2.608644183844326e-42,3.234718787966964e-39
void_fluid,CTXsp,alpha_std,39,39,2.2714,2.6092177405728094e-42,3.2354299983102836e-39
void_fluid,HPF,peak_val,823,823,2.2708,0.0,0.0
void_fluid,CTXsp,cor_ratio,39,39,2.2684,2.6064151436441598e-42,3.231954778118758e-39
void_fluid,fiber tracts,repolarisation_slope,1923,1923,2.2671,0.0,0.0
fiber tracts,void_fluid,cor_ratio,152,152,2.2667,0.0,0.0
void_fluid,root,peak_time_secs,664,664,2.2529,0.0,0.0
void_fluid,HPF,repolarisation_slope,823,823,2.2285,0.0,0.0
Isocortex,void_fluid,peak_time_secs,3352,3352,2.2256,0.0,0.0
void_fluid,HPF,trough_val,823,823,2.2125,0.0,0.0
void_fluid,CNU,peak_time_secs,967,967,2.1906,0.0,0.0
fiber tracts,void_fluid,alpha_std,152,152,2.1899,0.0,0.0
void_fluid,root,recovery_slope,664,664,2.1847,0.0,0.0
OLF,void_fluid,peak_time_secs,419,419,2.077,0.0,0.0
CNU,HPF,psd_pc0,109,109,2.04,3.965508339147002e-16,4.917230340542283e-13
CNU,HPF,csd_pc0,109,109,2.0274,2.0444666349663206e-16,2.535138627358238e-13
void_fluid,HPF,recovery_slope,823,823,2.0016,0.0,0.0
void_fluid,fiber tracts,recovery_slope,1923,1923,1.987,0.0,0.0
void_fluid,CB,recovery_slope,713,713,1.9805,0.0,0.0
void_fluid,CTXsp,depolarisation_slope,39,39,1.9367,2.6092177405728094e-42,3.2354299983102836e-39
void_fluid,CTXsp,tip_val,39,39,1.9324,2.6092177405728094e-42,3.2354299983102836e-39
TH,HPF,aperiodic_offset,917,917,1.9304,0.0,0.0
TH,HPF,psd_pc0,917,917,1.854,0.0,0.0
HPF,MB,aperiodic_exponent,208,208,1.8427,0.0,0.0
CNU,HPF,aperiodic_offset,109,109,1.8329,1.7651871853313975e-14,2.188832109810933e-11
CNU,Isocortex,aperiodic_offset,1615,1615,1.8137,0.0,0.0
HPF,MB,recovery_time_secs,208,208,1.7861,0.0,0.0
HPF,MB,trough_time_secs,208,208,1.7197,0.0,0.0
void_fluid,CTXsp,peak_val,39,39,1.6957,2.6092177405728094e-42,3.2354299983102836e-39
HPF,MB,rms_ap,208,208,1.6895,0.0,0.0
fiber tracts,void_fluid,depolarisation_slope,152,152,1.6799,0.0,0.0
TH,HPF,csd_pc0,917,917,1.6363,0.0,0.0
fiber tracts,void_fluid,tip_val,152,152,1.6005,0.0,0.0
void_fluid,CTXsp,peak_time_secs,39,39,1.5365,1.1549501942965142e-41,1.4321382409276776e-38
TH,HPF,cor_ratio,917,917,1.527,0.0,0.0
void_fluid,CTXsp,repolarisation_slope,39,39,1.5196,2.627714880301897e-40,3.2583664515743522e-37
void_fluid,CTXsp,trough_val,39,39,1.5121,2.6092177405728094e-42,3.2354299983102836e-39
HPF,MB,peak_time_secs,208,208,1.5021,0.0,0.0
HPF,MB,tip_time_secs,208,208,1.478,0.0,0.0
HPF,MB,cor_ratio,208,208,1.4689,0.0,0.0
fiber tracts,MB,repolarisation_slope,135,135,1.4315,0.0,0.0
fiber tracts,void_fluid,trough_val,152,152,1.4072,0.0,0.0
fiber tracts,MB,tip_val,135,135,1.402,0.0,0.0
fiber tracts,MB,recovery_slope,135,135,1.3963,0.0,0.0
void_fluid,CB,peak_time_secs,713,713,1.3939,0.0,0.0
fiber tracts,void_fluid,peak_val,152,152,1.387,0.0,0.0
fiber tracts,MB,peak_val,135,135,1.3785,0.0,0.0
fiber tracts,MB,depolarisation_slope,135,135,1.3777,0.0,0.0
TH,HPF,rms_ap,917,917,1.3302,0.0,0.0
HPF,MB,recovery_slope,208,208,1.3284,0.0,0.0
fiber tracts,MB,trough_val,135,135,1.326,0.0,0.0
CNU,Isocortex,aperiodic_exponent,1615,1615,1.3201,0.0,0.0
CNU,Isocortex,psd_pc0,1615,1615,1.3184,0.0,0.0
fiber tracts,MB,rms_ap,135,135,1.3137,0.0,0.0
void_fluid,CTXsp,recovery_slope,39,39,1.3114,4.372959216050513e-26,5.422469427902636e-23
fiber tracts,void_fluid,repolarisation_slope,152,152,1.2937,0.0,0.0
